district,crop,season,sowing_date,harvest_date,season_total_rainfall_mm,season_avg_temp_c,season_avg_humidity,soil_pH,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,organic_carbon_pct,soil_moisture_pct,yield_kg_per_ha,harvest_days,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha
Kandhamal,Groundnut,Kharif,2020-06-15,2020-10-30,1163,21.98,71.74,6.17,355,44,291,0.83,21.99,2495,137,93,51,22
Kandhamal,Pulses,Kharif,2017-06-15,2017-10-30,1237,30.98,64.87,6.44,254,28,245,0.66,32.15,4153,137,67,59,25
Kandhamal,Sugarcane,Rabi,2020-11-15,2021-03-15,419,16.8,66.46,5.75,223,35,162,0.62,26.55,2989,120,74,38,57
Kandhamal,Maize,Kharif,2025-06-15,2025-10-30,1501,29.21,76.48,6.95,290,53,272,1.06,28.06,4470,137,93,36,44
Kandhamal,Maize,Summer,2021-03-20,2021-06-10,600,27.64,69.18,7.07,266,49,155,0.58,18.21,3064,82,73,69,48
Kandhamal,Pulses,Rabi,2020-11-15,2021-03-15,498,23.04,65.03,6.01,274,58,186,0.58,28.38,4169,120,99,61,44
Kandhamal,Mustard,Summer,2021-03-20,2021-06-10,535,23.35,47.09,5.51,344,23,246,0.71,31.29,4169,82,85,60,39
Kandhamal,Vegetables,Rabi,2019-11-15,2020-03-15,275,24.24,49.12,5.64,261,24,179,0.51,28.57,4629,121,95,52,44
Kandhamal,Cotton,Rabi,2025-11-15,2026-03-15,414,22.86,41.45,6.46,369,52,273,0.88,25.53,4458,120,44,60,29
Kandhamal,Vegetables,Summer,2022-03-20,2022-06-10,363,21.21,48.85,7.29,311,20,217,0.68,33.22,3318,82,60,34,40
Kandhamal,Sugarcane,Kharif,2020-06-15,2020-10-30,1203,23.33,78.35,7.01,256,41,150,0.63,23.13,4605,137,83,52,41
Kandhamal,Maize,Kharif,2016-06-15,2016-10-30,1462,34.15,66.97,6.32,253,46,152,0.88,33.85,4040,137,86,55,45
Kandhamal,Groundnut,Summer,2024-03-20,2024-06-10,541,24.55,42.36,5.63,210,40,204,0.76,30.12,4416,82,46,58,33
Kandhamal,Mustard,Rabi,2022-11-15,2023-03-15,542,24.81,54.8,6.83,340,34,166,0.53,26.84,5718,120,54,49,43
Kandhamal,Maize,Summer,2017-03-20,2017-06-10,451,20.76,48.23,7.01,286,47,298,0.74,28.05,3698,82,67,41,49
Kandhamal,Cotton,Kharif,2020-06-15,2020-10-30,1053,24.38,80.84,6.87,248,31,168,0.87,25.46,3862,137,52,78,28
Kandhamal,Cotton,Summer,2018-03-20,2018-06-10,577,25.9,52.26,6.7,387,57,220,0.9,30.32,3648,82,85,43,32
Kandhamal,Maize,Summer,2022-03-20,2022-06-10,299,18.61,40.27,7.23,277,47,269,0.85,23.6,5982,82,86,60,51
Kandhamal,Pulses,Kharif,2016-06-15,2016-10-30,1578,23.23,81.69,6.76,217,34,151,1.01,18.1,4807,137,89,68,42
Kandhamal,Cotton,Summer,2021-03-20,2021-06-10,265,22.19,67.23,7.25,300,34,292,0.83,24.39,3701,82,59,79,38
Kandhamal,Cotton,Kharif,2015-06-15,2015-10-30,1177,26.64,64.64,5.63,254,42,200,0.68,26.64,3385,137,91,75,38
Kandhamal,Pulses,Summer,2024-03-20,2024-06-10,466,15.85,63.36,6.85,205,41,209,0.79,16.41,4425,82,96,52,43
Kandhamal,Groundnut,Kharif,2022-06-15,2022-10-30,962,23.57,75.01,6.25,284,25,262,0.65,24.41,2566,137,93,44,53
Kandhamal,Vegetables,Summer,2024-03-20,2024-06-10,250,18.48,56.67,6.51,340,45,192,0.7,26.07,5078,82,72,77,47
Kandhamal,Mustard,Kharif,2025-06-15,2025-10-30,1125,34.77,64.23,6.26,303,26,200,0.99,29.22,2893,137,72,60,55
Kandhamal,Pulses,Rabi,2017-11-15,2018-03-15,529,24.22,40.34,5.52,306,50,157,0.65,31.15,3259,120,98,32,42
Kandhamal,Maize,Rabi,2022-11-15,2023-03-15,393,23.8,61.43,5.85,323,23,294,0.66,22.67,5858,120,98,62,53
Kandhamal,Mustard,Summer,2016-03-20,2016-06-10,565,23.9,47.53,6.17,320,28,184,0.67,17.63,5323,82,86,33,38
Kandhamal,Maize,Kharif,2020-06-15,2020-10-30,1331,21.28,60.66,6.16,268,37,157,0.67,24.68,3349,137,77,49,47
Kandhamal,Rice,Rabi,2015-11-15,2016-03-15,425,26.93,41.72,7.28,377,21,284,0.95,27.42,2903,121,89,58,45
Kandhamal,Groundnut,Kharif,2017-06-15,2017-10-30,1312,28.04,69.53,6.5,312,35,271,1.18,27.86,2794,137,43,35,23
Kandhamal,Groundnut,Summer,2019-03-20,2019-06-10,579,22.53,63.48,6.24,310,48,227,1.18,18.62,3318,82,50,73,30
Kandhamal,Maize,Rabi,2025-11-15,2026-03-15,521,24.88,64.14,7.13,276,28,286,0.79,31.16,5095,120,94,41,55
Kandhamal,Mustard,Rabi,2022-11-15,2023-03-15,374,22.48,46.13,5.93,369,32,278,1.09,18.68,4878,120,64,73,39
Kandhamal,Mustard,Rabi,2015-11-15,2016-03-15,320,23.86,62.87,7.47,328,51,242,0.51,20.25,2356,121,82,73,57
Kandhamal,Rice,Rabi,2021-11-15,2022-03-15,454,26.28,59.83,7.28,226,55,259,0.87,18.72,3066,120,110,49,40
Kandhamal,Cotton,Rabi,2016-11-15,2017-03-15,450,16.19,40.98,5.59,209,39,193,0.97,18.87,2045,120,54,51,54
Kandhamal,Cotton,Rabi,2017-11-15,2018-03-15,364,27.15,52.45,6.04,232,52,195,0.73,26.18,2777,120,81,36,38
Kandhamal,Sugarcane,Kharif,2021-06-15,2021-10-30,1231,29.02,71.06,7.09,370,21,229,0.77,26.39,4153,137,86,76,20
Kandhamal,Maize,Rabi,2024-11-15,2025-03-15,396,25.67,44.61,6.71,265,46,283,1.01,17.29,4227,120,54,61,55
Kandhamal,Cotton,Summer,2021-03-20,2021-06-10,574,20.26,63.75,5.59,212,45,236,0.52,19.89,3800,82,44,41,27
Kandhamal,Mustard,Kharif,2016-06-15,2016-10-30,1432,25.7,70.29,6.87,297,26,267,1.02,20.57,5426,137,86,80,55
Kandhamal,Mustard,Rabi,2017-11-15,2018-03-15,543,25.68,67.51,6.97,229,56,222,0.97,20.07,2630,120,65,70,28
Kandhamal,Maize,Summer,2017-03-20,2017-06-10,378,15.48,49.57,7.13,212,36,263,0.67,20.6,3102,82,58,54,39
Kandhamal,Pulses,Summer,2020-03-20,2020-06-10,527,27.99,53.6,5.71,359,39,225,0.77,33.22,5178,82,61,39,52
Kandhamal,Maize,Rabi,2017-11-15,2018-03-15,231,27.32,44.73,5.79,314,51,159,0.76,32.89,3921,120,52,35,48
Kandhamal,Groundnut,Summer,2022-03-20,2022-06-10,506,25.05,53.02,6.36,390,50,245,0.88,34.37,2032,82,75,59,44
Kandhamal,Sugarcane,Rabi,2017-11-15,2018-03-15,208,27.62,41.49,7.24,276,30,214,0.61,32.52,5811,120,83,55,55
Kandhamal,Sugarcane,Rabi,2019-11-15,2020-03-15,262,22.91,52.23,6.89,302,30,283,0.81,16.64,5856,121,71,39,53
Kandhamal,Maize,Summer,2023-03-20,2023-06-10,562,25.34,61.39,5.94,220,50,222,1.13,17.55,2337,82,60,76,48
Kandhamal,Pulses,Summer,2023-03-20,2023-06-10,353,20.61,61.47,5.94,229,57,239,0.96,24.76,2528,82,80,35,57
Kandhamal,Sugarcane,Kharif,2024-06-15,2024-10-30,1208,25.94,68.57,5.51,334,55,207,0.91,26.56,4814,137,60,77,31
Kandhamal,Groundnut,Summer,2019-03-20,2019-06-10,222,19.09,53.9,7.5,346,53,293,1.14,18.68,3720,82,97,30,52
Kandhamal,Mustard,Kharif,2016-06-15,2016-10-30,1442,23.44,64.76,7.22,296,33,203,0.82,17.83,4673,137,45,68,30
Kandhamal,Maize,Kharif,2018-06-15,2018-10-30,975,29.28,76.42,6.42,277,39,157,0.93,15.96,3623,137,45,62,47
Kandhamal,Groundnut,Summer,2021-03-20,2021-06-10,228,23.79,69.7,6.63,283,33,295,0.57,17.09,4155,82,97,63,28
Kandhamal,Cotton,Rabi,2023-11-15,2024-03-15,479,16.82,68.16,6.74,309,40,284,1.18,28.82,4871,121,44,72,45
Kandhamal,Cotton,Rabi,2018-11-15,2019-03-15,346,24.75,59.84,7.03,376,59,152,1.1,19.95,5632,120,61,80,50
Kandhamal,Groundnut,Summer,2024-03-20,2024-06-10,553,24.48,59.64,6.25,330,49,274,0.93,18.42,5596,82,93,52,44
Kandhamal,Cotton,Summer,2018-03-20,2018-06-10,363,25.15,68.67,5.9,241,51,251,0.63,19.28,5092,82,80,74,22
Kandhamal,Rice,Rabi,2022-11-15,2023-03-15,524,19.05,57.4,6.48,248,52,187,1.14,22.61,3925,120,118,60,37
Kandhamal,Vegetables,Summer,2022-03-20,2022-06-10,309,19.42,51.41,6.44,254,36,269,0.58,28.74,4330,82,75,68,59
Kandhamal,Groundnut,Kharif,2025-06-15,2025-10-30,1304,20.18,74.2,7.06,373,52,215,0.76,19.79,3421,137,58,32,42
Kandhamal,Mustard,Kharif,2020-06-15,2020-10-30,1184,24.07,76.1,7.07,239,28,155,0.56,24.66,2540,137,79,50,37
Kandhamal,Maize,Kharif,2018-06-15,2018-10-30,1199,33.06,65.44,6.55,331,59,256,0.85,15.78,5899,137,65,55,53
Kandhamal,Vegetables,Kharif,2015-06-15,2015-10-30,1075,33.21,76.18,6.84,290,47,286,0.71,27.56,2380,137,99,80,45
Kandhamal,Groundnut,Rabi,2021-11-15,2022-03-15,205,27.15,60.68,6.57,293,30,217,1.19,25.13,4210,120,86,65,44
Kandhamal,Groundnut,Rabi,2016-11-15,2017-03-15,230,22.58,55.86,6.59,326,20,155,1.13,15.44,4397,120,43,44,49
Kandhamal,Pulses,Summer,2025-03-20,2025-06-10,292,25.94,45.31,5.74,388,28,226,0.73,21.73,2505,82,46,48,56
Kandhamal,Groundnut,Summer,2025-03-20,2025-06-10,250,20.15,46.09,7.29,274,57,151,0.7,25.76,5356,82,85,65,41
Kandhamal,Mustard,Rabi,2022-11-15,2023-03-15,345,20.18,49.05,6.04,221,42,217,0.96,23.0,5648,120,68,49,26
Kandhamal,Vegetables,Kharif,2017-06-15,2017-10-30,1017,25.41,68.0,7.4,257,50,222,0.74,30.77,3646,137,49,77,37
Kandhamal,Vegetables,Summer,2023-03-20,2023-06-10,456,21.86,61.92,7.42,267,24,284,0.94,26.16,2912,82,90,53,29
Kandhamal,Maize,Kharif,2018-06-15,2018-10-30,1303,31.32,79.63,7.0,317,26,256,0.59,21.01,5590,137,49,78,32
Kandhamal,Pulses,Summer,2017-03-20,2017-06-10,265,24.49,68.82,7.03,295,31,198,0.68,28.41,2799,82,95,35,30
Kandhamal,Vegetables,Kharif,2015-06-15,2015-10-30,1414,32.36,77.43,5.99,397,57,189,1.09,28.44,2891,137,79,35,42
Kandhamal,Vegetables,Rabi,2023-11-15,2024-03-15,403,25.3,65.98,6.0,397,39,193,1.1,29.85,3436,121,98,38,22
Kandhamal,Cotton,Kharif,2018-06-15,2018-10-30,947,34.67,84.43,6.33,283,50,207,0.61,29.22,4785,137,58,38,40
Kandhamal,Mustard,Kharif,2022-06-15,2022-10-30,1236,24.2,62.88,7.37,237,47,183,1.11,21.7,5155,137,96,37,42
Kandhamal,Maize,Rabi,2016-11-15,2017-03-15,555,25.76,46.83,6.75,387,47,196,1.07,30.31,2421,120,97,33,42
Kandhamal,Rice,Rabi,2018-11-15,2019-03-15,372,24.8,65.19,6.79,391,41,271,0.97,33.23,5499,120,113,52,44
Kandhamal,Mustard,Summer,2016-03-20,2016-06-10,310,27.37,64.08,7.14,274,38,152,0.67,22.02,3658,82,92,72,59
Kandhamal,Rice,Kharif,2021-06-15,2021-10-30,1210,22.18,69.07,5.51,252,48,224,0.58,28.96,2922,137,123,64,21
Kandhamal,Rice,Rabi,2022-11-15,2023-03-15,321,20.37,56.58,6.17,382,39,259,0.54,17.78,5401,120,106,43,35
Kandhamal,Maize,Kharif,2024-06-15,2024-10-30,873,22.33,74.33,6.54,380,60,235,1.09,32.8,2792,137,60,60,43
Kandhamal,Sugarcane,Rabi,2019-11-15,2020-03-15,485,23.0,43.58,5.69,377,31,163,0.88,29.2,5954,121,74,41,27
Kandhamal,Cotton,Summer,2024-03-20,2024-06-10,295,20.46,65.6,6.75,244,56,184,1.18,20.11,5391,82,75,50,25
Kandhamal,Rice,Kharif,2024-06-15,2024-10-30,1362,30.76,82.32,7.09,375,20,291,0.75,26.12,5794,137,132,57,33
Kandhamal,Mustard,Rabi,2021-11-15,2022-03-15,434,26.82,41.64,7.08,293,52,154,1.13,34.11,2425,120,57,58,52
Kandhamal,Cotton,Kharif,2017-06-15,2017-10-30,1300,29.66,78.54,5.8,225,56,288,0.88,28.64,3190,137,58,65,46
Kandhamal,Mustard,Summer,2024-03-20,2024-06-10,299,19.57,41.96,6.66,266,42,160,0.81,27.56,5404,82,57,76,53
Kandhamal,Pulses,Summer,2016-03-20,2016-06-10,552,27.01,65.0,7.15,255,29,170,0.75,33.68,2956,82,96,65,24
Kandhamal,Maize,Kharif,2017-06-15,2017-10-30,1037,34.37,73.67,6.95,235,54,202,0.82,25.59,4561,137,83,73,22
Kandhamal,Vegetables,Summer,2016-03-20,2016-06-10,571,19.93,66.6,6.28,232,42,151,0.7,25.76,2345,82,100,42,40
Kandhamal,Sugarcane,Rabi,2016-11-15,2017-03-15,229,15.11,43.0,7.2,291,56,159,1.15,27.61,2254,120,76,36,53
Kandhamal,Vegetables,Rabi,2015-11-15,2016-03-15,404,15.27,69.78,6.42,335,54,256,1.06,32.98,4013,121,78,48,56
Kandhamal,Pulses,Rabi,2023-11-15,2024-03-15,456,20.47,63.5,6.83,367,29,200,0.61,25.95,2540,121,50,56,37
Kandhamal,Maize,Summer,2021-03-20,2021-06-10,453,27.65,59.94,5.73,392,52,238,0.75,33.8,5055,82,69,67,28
Kandhamal,Pulses,Summer,2015-03-20,2015-06-10,292,18.13,40.69,6.22,329,48,229,1.01,22.24,2485,82,48,77,59
Kandhamal,Maize,Rabi,2023-11-15,2024-03-15,283,15.75,51.62,6.24,258,54,182,0.7,33.09,3161,121,65,56,34
Kandhamal,Cotton,Summer,2025-03-20,2025-06-10,597,20.14,64.38,7.5,206,40,241,1.07,26.5,5519,82,64,62,21
Kandhamal,Mustard,Summer,2019-03-20,2019-06-10,232,24.85,40.49,5.59,323,29,266,0.68,18.78,2942,82,63,77,41
Kandhamal,Pulses,Kharif,2021-06-15,2021-10-30,1077,30.62,75.15,6.17,200,59,251,0.95,25.71,5379,137,83,78,52
Kandhamal,Rice,Kharif,2022-06-15,2022-10-30,1452,28.05,82.37,6.75,219,44,243,0.72,31.31,2270,137,146,34,46
Kandhamal,Mustard,Rabi,2017-11-15,2018-03-15,562,27.25,54.94,5.71,361,31,296,0.71,28.74,2033,120,45,67,31
Kandhamal,Maize,Summer,2025-03-20,2025-06-10,421,21.38,66.25,6.7,293,57,157,0.52,21.97,3832,82,54,77,27
Kandhamal,Vegetables,Summer,2018-03-20,2018-06-10,348,24.93,53.19,6.15,255,40,216,0.71,33.2,5589,82,71,30,24
Kandhamal,Vegetables,Kharif,2015-06-15,2015-10-30,1489,20.58,84.47,6.54,319,20,246,1.15,25.31,3898,137,47,80,24
Kandhamal,Groundnut,Kharif,2022-06-15,2022-10-30,1080,28.21,69.39,5.54,275,35,211,1.11,24.54,5720,137,86,63,54
Kandhamal,Pulses,Summer,2017-03-20,2017-06-10,595,20.81,51.36,7.05,339,24,251,0.98,21.32,4778,82,67,31,44
Kandhamal,Cotton,Rabi,2020-11-15,2021-03-15,226,16.64,49.04,6.03,251,60,166,0.96,26.55,2528,120,55,34,26
Kandhamal,Maize,Kharif,2016-06-15,2016-10-30,972,33.67,67.01,5.86,224,45,263,0.86,25.86,2814,137,54,46,23
Kandhamal,Maize,Summer,2020-03-20,2020-06-10,262,27.33,64.5,7.45,227,30,288,0.99,30.54,4619,82,92,41,50
Kandhamal,Rice,Summer,2017-03-20,2017-06-10,484,20.02,43.27,6.72,298,35,185,1.05,24.97,3448,82,139,64,38
Kandhamal,Maize,Rabi,2024-11-15,2025-03-15,497,26.0,68.27,5.91,356,47,218,0.6,17.39,5266,120,91,56,50
Kandhamal,Mustard,Kharif,2021-06-15,2021-10-30,1421,31.55,68.49,7.49,319,24,217,0.7,31.63,3874,137,99,35,44
Kandhamal,Pulses,Summer,2023-03-20,2023-06-10,576,17.16,47.61,6.3,298,56,222,0.51,34.62,5792,82,62,77,32
Kandhamal,Mustard,Kharif,2022-06-15,2022-10-30,1128,20.01,73.23,7.02,273,55,191,0.8,31.37,3217,137,89,49,59
Kandhamal,Groundnut,Kharif,2019-06-15,2019-10-30,1076,23.77,72.93,6.35,290,37,182,0.71,33.42,3315,137,48,65,25
Kandhamal,Vegetables,Rabi,2017-11-15,2018-03-15,420,20.61,68.03,5.61,400,42,207,0.93,17.75,2576,120,72,45,22
Kandhamal,Rice,Kharif,2021-06-15,2021-10-30,1178,20.22,81.16,6.48,385,59,292,0.65,15.32,4603,137,82,59,24
Kandhamal,Mustard,Rabi,2023-11-15,2024-03-15,403,25.91,43.38,6.87,262,31,155,0.56,19.7,2501,121,74,49,41
Kandhamal,Maize,Summer,2017-03-20,2017-06-10,356,24.54,66.5,6.86,209,51,218,0.53,23.05,2165,82,40,38,42
Kandhamal,Mustard,Kharif,2023-06-15,2023-10-30,1557,23.67,64.99,5.83,288,37,267,0.58,21.75,2332,137,84,80,41
Kandhamal,Groundnut,Summer,2021-03-20,2021-06-10,308,26.24,68.0,7.36,205,41,161,0.82,26.33,3791,82,79,56,34
Kandhamal,Rice,Kharif,2025-06-15,2025-10-30,1441,22.58,62.39,6.67,377,59,280,0.99,17.31,4242,137,81,62,33
Kandhamal,Vegetables,Summer,2022-03-20,2022-06-10,219,17.39,58.06,7.25,310,60,298,0.55,18.44,2990,82,58,52,57
Kandhamal,Cotton,Rabi,2015-11-15,2016-03-15,379,15.73,44.78,7.46,272,45,153,1.03,22.35,3019,121,54,80,57
Kandhamal,Rice,Summer,2024-03-20,2024-06-10,244,24.02,59.72,7.34,339,25,165,0.86,27.22,5568,82,80,39,53
Kandhamal,Sugarcane,Summer,2024-03-20,2024-06-10,330,23.91,42.32,7.42,379,23,238,0.8,33.81,2578,82,67,69,35
Kandhamal,Cotton,Summer,2016-03-20,2016-06-10,530,16.14,40.31,5.93,241,41,269,0.78,31.12,5097,82,69,51,58
Kandhamal,Maize,Kharif,2015-06-15,2015-10-30,975,31.05,65.21,6.54,235,42,267,1.12,19.47,2264,137,63,67,52
Kandhamal,Cotton,Summer,2024-03-20,2024-06-10,348,16.51,57.92,7.02,251,54,153,0.93,26.71,2478,82,54,68,35
Kandhamal,Mustard,Rabi,2022-11-15,2023-03-15,483,21.34,46.99,6.59,373,46,290,0.95,30.47,2651,120,76,34,54
Kandhamal,Cotton,Rabi,2020-11-15,2021-03-15,212,22.53,61.31,6.3,297,54,300,1.07,27.41,3104,120,87,66,38
Kandhamal,Vegetables,Kharif,2024-06-15,2024-10-30,885,24.16,75.35,6.73,262,58,156,1.12,33.04,5288,137,72,31,39
Kandhamal,Vegetables,Rabi,2019-11-15,2020-03-15,222,27.19,60.91,6.97,385,60,276,0.86,25.24,5504,121,50,51,41
Kandhamal,Groundnut,Kharif,2021-06-15,2021-10-30,1158,21.56,78.97,5.71,400,24,177,0.93,28.2,3993,137,40,53,37
Kandhamal,Rice,Rabi,2025-11-15,2026-03-15,230,18.58,67.7,7.06,357,46,211,0.96,16.63,3342,120,127,48,50
Kandhamal,Cotton,Rabi,2016-11-15,2017-03-15,267,24.43,52.42,6.67,231,37,282,0.87,18.96,2078,120,90,43,50
Kandhamal,Mustard,Rabi,2020-11-15,2021-03-15,277,15.39,56.1,7.35,240,22,212,1.03,23.39,2469,120,54,59,42
Kandhamal,Pulses,Rabi,2023-11-15,2024-03-15,356,16.14,58.15,6.64,327,22,215,1.08,23.25,4087,121,66,49,43
Kandhamal,Maize,Kharif,2020-06-15,2020-10-30,1546,29.04,84.28,6.91,324,45,212,0.95,28.1,5969,137,89,79,30
Kandhamal,Sugarcane,Kharif,2024-06-15,2024-10-30,1082,28.23,71.68,5.9,317,32,204,1.11,31.06,3063,137,90,64,28
Kandhamal,Vegetables,Rabi,2023-11-15,2024-03-15,551,18.59,40.0,7.39,373,45,188,0.67,24.95,3741,121,44,65,52
Kandhamal,Groundnut,Kharif,2017-06-15,2017-10-30,1354,24.78,77.9,5.97,276,54,227,1.03,17.52,2871,137,87,47,26
Kandhamal,Vegetables,Kharif,2016-06-15,2016-10-30,1056,23.57,76.94,5.82,347,25,300,0.69,19.49,3046,137,70,61,26
Kandhamal,Vegetables,Kharif,2016-06-15,2016-10-30,1027,22.68,79.83,5.83,382,37,152,0.73,17.3,5647,137,78,45,54
Kandhamal,Maize,Kharif,2024-06-15,2024-10-30,913,26.89,67.05,6.72,251,26,285,0.87,33.6,2927,137,98,44,58
Kandhamal,Maize,Kharif,2016-06-15,2016-10-30,1587,22.17,83.27,7.3,317,45,273,0.74,33.57,5732,137,97,66,49
Kandhamal,Sugarcane,Summer,2019-03-20,2019-06-10,220,21.83,55.65,6.64,400,23,221,0.86,33.86,4350,82,100,39,36
Kandhamal,Pulses,Summer,2016-03-20,2016-06-10,587,26.09,52.69,6.11,321,29,239,0.94,20.12,3495,82,74,42,46
Kandhamal,Pulses,Summer,2023-03-20,2023-06-10,372,23.73,43.89,7.45,202,49,274,0.81,27.24,4144,82,59,65,45
Kandhamal,Rice,Summer,2025-03-20,2025-06-10,467,25.77,60.06,7.15,272,28,236,0.97,25.19,2473,82,142,47,38
Kandhamal,Rice,Summer,2021-03-20,2021-06-10,293,17.62,41.5,6.63,395,49,194,0.65,25.98,4610,82,144,36,36
Kandhamal,Groundnut,Rabi,2025-11-15,2026-03-15,431,23.27,67.51,5.66,364,42,216,0.53,25.51,5143,120,91,44,31
Kandhamal,Pulses,Kharif,2023-06-15,2023-10-30,1227,30.18,82.61,5.82,369,44,156,0.7,16.16,2339,137,84,79,54
Kandhamal,Cotton,Rabi,2017-11-15,2018-03-15,276,26.71,69.42,5.55,267,27,161,0.54,23.4,5444,120,83,50,37
Kandhamal,Pulses,Summer,2022-03-20,2022-06-10,487,23.93,44.61,6.6,309,34,230,1.16,18.41,4481,82,84,80,30
Kandhamal,Pulses,Kharif,2020-06-15,2020-10-30,995,25.31,60.42,6.85,382,36,222,0.62,29.11,2463,137,90,35,45
Kandhamal,Sugarcane,Summer,2024-03-20,2024-06-10,439,24.4,42.4,5.77,287,50,152,0.97,26.46,5624,82,55,63,46
Kandhamal,Maize,Rabi,2017-11-15,2018-03-15,440,20.99,49.73,5.52,299,44,188,0.75,31.24,5404,120,41,77,23
Kandhamal,Sugarcane,Summer,2019-03-20,2019-06-10,313,18.75,51.89,6.07,310,59,179,0.8,33.59,4077,82,56,49,35
Kandhamal,Cotton,Kharif,2020-06-15,2020-10-30,1044,25.63,70.37,7.48,229,54,237,0.57,23.49,5217,137,54,63,23
Kandhamal,Pulses,Rabi,2023-11-15,2024-03-15,557,19.32,44.24,6.1,276,54,227,0.92,20.55,5022,121,48,48,56
Kandhamal,Rice,Rabi,2021-11-15,2022-03-15,265,23.04,66.23,5.9,329,37,264,0.68,26.42,4098,120,84,31,35
Kandhamal,Cotton,Summer,2016-03-20,2016-06-10,301,20.07,58.49,6.43,213,26,158,0.57,25.4,3906,82,92,33,53
Kandhamal,Cotton,Kharif,2020-06-15,2020-10-30,1266,23.64,65.1,6.63,232,33,207,1.11,26.49,5113,137,44,48,40
Kandhamal,Vegetables,Summer,2015-03-20,2015-06-10,396,20.96,68.31,6.69,317,24,286,1.04,23.31,5044,82,80,58,36
Kandhamal,Rice,Kharif,2018-06-15,2018-10-30,921,33.25,84.21,6.55,239,30,184,1.11,15.6,5523,137,105,67,33
Kandhamal,Groundnut,Rabi,2017-11-15,2018-03-15,379,19.95,63.08,6.04,274,29,247,1.05,21.12,5394,120,91,49,46
Kandhamal,Maize,Kharif,2017-06-15,2017-10-30,1486,25.12,81.97,7.11,396,49,293,0.7,28.33,2367,137,76,76,45
Kandhamal,Cotton,Summer,2019-03-20,2019-06-10,451,26.86,42.81,6.1,220,25,192,1.03,15.96,3474,82,52,37,34
Kandhamal,Mustard,Rabi,2015-11-15,2016-03-15,499,26.91,45.48,6.94,348,22,177,1.13,31.18,3779,121,99,72,33
Kandhamal,Maize,Summer,2024-03-20,2024-06-10,453,15.43,62.78,6.65,319,31,153,0.54,34.82,2812,82,81,68,57
Kandhamal,Mustard,Rabi,2022-11-15,2023-03-15,598,17.0,61.59,7.14,200,24,197,1.1,27.78,2759,120,100,31,59
Kandhamal,Pulses,Summer,2022-03-20,2022-06-10,443,19.66,40.35,7.31,291,28,288,0.99,33.34,2530,82,56,31,33
Kandhamal,Groundnut,Rabi,2018-11-15,2019-03-15,203,15.34,49.82,6.51,341,60,283,1.14,18.11,2766,120,79,53,27
Kandhamal,Groundnut,Kharif,2017-06-15,2017-10-30,1161,33.57,69.93,6.78,334,46,235,0.95,26.31,4998,137,58,79,51
Kandhamal,Groundnut,Rabi,2022-11-15,2023-03-15,301,27.47,68.07,5.66,388,27,159,1.13,23.73,5196,120,99,80,59
Kandhamal,Maize,Kharif,2020-06-15,2020-10-30,1166,30.98,83.64,7.43,291,30,228,0.98,27.19,2046,137,66,69,43
Kandhamal,Sugarcane,Rabi,2025-11-15,2026-03-15,205,19.86,69.49,7.42,221,60,279,0.59,31.41,3577,120,85,51,39
Kandhamal,Cotton,Summer,2017-03-20,2017-06-10,510,26.15,53.4,7.27,397,20,234,0.73,19.32,5975,82,80,33,40
Kandhamal,Maize,Kharif,2018-06-15,2018-10-30,971,28.28,69.26,6.92,355,23,234,0.75,17.84,2120,137,80,77,52
Kandhamal,Pulses,Rabi,2025-11-15,2026-03-15,243,23.07,65.02,5.65,273,43,277,0.81,29.64,4979,120,80,52,37
Kandhamal,Sugarcane,Summer,2019-03-20,2019-06-10,350,19.08,60.46,6.9,288,51,197,1.02,27.65,3028,82,88,38,55
Kandhamal,Groundnut,Kharif,2020-06-15,2020-10-30,1516,22.36,64.65,7.07,279,38,153,0.89,15.83,2309,137,61,74,34
Kandhamal,Rice,Summer,2025-03-20,2025-06-10,571,24.47,58.85,6.02,331,21,279,0.88,33.28,3400,82,103,36,48
Kandhamal,Cotton,Kharif,2019-06-15,2019-10-30,1105,28.23,83.94,6.53,387,35,168,1.0,26.02,3857,137,54,64,27
Kandhamal,Mustard,Rabi,2023-11-15,2024-03-15,212,16.37,60.48,5.8,271,24,214,0.94,25.66,2066,121,79,30,29
Kandhamal,Mustard,Summer,2023-03-20,2023-06-10,465,27.4,47.94,5.69,341,50,164,1.2,24.46,3791,82,44,59,39
Kandhamal,Sugarcane,Rabi,2021-11-15,2022-03-15,307,16.44,66.53,6.13,344,50,240,0.73,23.55,3392,120,57,39,26
Kandhamal,Pulses,Rabi,2025-11-15,2026-03-15,487,21.08,53.08,6.27,326,48,181,1.07,16.38,3392,120,52,78,43
Kandhamal,Cotton,Summer,2022-03-20,2022-06-10,226,16.43,67.3,6.57,305,30,167,0.68,29.73,4691,82,82,34,58
Kandhamal,Sugarcane,Rabi,2015-11-15,2016-03-15,208,27.54,62.66,7.29,214,46,239,0.64,33.44,4166,121,70,65,20
Kandhamal,Mustard,Summer,2022-03-20,2022-06-10,476,26.58,41.66,6.31,217,45,182,0.78,33.77,4086,82,40,45,45
Kandhamal,Pulses,Kharif,2017-06-15,2017-10-30,1459,34.67,61.78,6.55,242,38,291,0.98,24.77,5711,137,59,43,59
